Fecha del pedido,País,Total,Ganancia
12/03/2018,Cuba,2399.6,911.4
15/09/2015,Perú,477.72,-95.88
13/12/2015,Honduras,735.36,-367.84
13/12/2015,Honduras,415.8,61.8
27/12/2016,Nicaragua,169.2,76
27/12/2016,Nicaragua,2467.8,542.4
31/10/2018,Nicaragua,504,40.2
31/10/2018,Nicaragua,277.6,138.8
27/11/2017,Nicaragua,2252.4,585.6
27/11/2017,Nicaragua,168,72
27/11/2017,Nicaragua,96.8,44.4
11/09/2018,Brasil,828.6,165.6
11/09/2018,Brasil,23329.6,3498.6
05/12/2018,México,1382.4,331.6
20/09/2018,Brasil,87.4,24.4
20/09/2018,Brasil,1684.8,-295
20/09/2018,Brasil,214.8,53.6
20/09/2018,Brasil,479.6,158
28/12/2015,Brasil,3121.2,-2809.2
28/12/2015,Brasil,1108.56,-1053.24
21/04/2016,Brasil,9614.3328,172.7328
26/05/2018,Panamá,83.28,-22.32
18/10/2017,México,1684.64,-400.16
26/09/2018,El Salvador,936,429
25/12/2018,El Salvador,1470.4,264
29/07/2015,Brasil,652.8,182.4
02/06/2015,Brasil,2225.6,1090.4
31/08/2015,México,5005.76,312.56
23/09/2018,Nicaragua,2049.6,778.8
23/09/2018,Nicaragua,270,10.8
24/12/2018,Chile,90.8,43.2
19/06/2016,El Salvador,296.4,38.4
10/09/2017,Brasil,972.6,135.6
01/05/2018,México,978.24,-110.16
04/06/2017,México,529.2,36.6
04/06/2017,México,310,15.2
13/04/2017,México,1007,20
13/04/2017,México,75,22.4
04/12/2015,El Salvador,1794.8,520.4
27/05/2018,Venezuela,696.24,-197.76
20/11/2018,Perú,31.44,3.04
20/11/2018,Perú,349.2,-104.8
22/10/2018,Colombia,1547,0
22/10/2018,Colombia,319.2,150
16/10/2017,Chile,432,159
16/10/2017,Chile,289.6,68.8
16/10/2017,Chile,972.6,184.6
28/11/2017,República Dominicana,3147.84,314.24
17/05/2017,Honduras,237.24,-138.96
17/05/2017,Honduras,5486.04,-640.36
06/12/2017,Nicaragua,174.8,48.8
06/12/2017,Nicaragua,306,0
27/03/2017,México,880.32,-249.68
10/04/2016,México,222.4,86.4
10/04/2016,México,682.8,6
10/04/2016,México,944.4,452.4
10/04/2016,México,5411.84,539.84
10/04/2016,México,207.24,-27.76
29/09/2018,México,336.4,84
12/10/2016,República Dominicana,634.88,94.88
18/09/2018,El Salvador,2311.2,1039.2
18/09/2018,El Salvador,334.8,26.4
14/01/2018,México,775,38
14/01/2018,México,123.6,38
14/01/2018,México,2709.6,-643.8
01/08/2016,Perú,132,-64
01/08/2016,Perú,930.48,92.88
01/08/2016,Perú,136.08,15.68
01/08/2016,Perú,1844.64,-61.56
01/08/2016,Perú,136.08,-49.92
02/10/2016,México,4285.2,1756.8
05/11/2017,Cuba,325.8,35.8
05/11/2017,Cuba,10349.4,2483.4
18/01/2017,Panamá,957.12,-223.68
09/06/2018,Guatemala,1884,376.8
27/12/2016,México,960.2756,344.2756
27/12/2016,México,81.2,29.2
27/12/2016,México,11256,3798.2
27/12/2016,México,2409.4,939.4
16/04/2016,República Dominicana,734.88,-36.92
16/04/2016,República Dominicana,3826.24,812.24
16/04/2016,República Dominicana,128,17.6
16/04/2016,República Dominicana,103.2,0
05/08/2015,México,3322.4,66.4
11/09/2018,Brasil,614.4,67.2
11/09/2018,Brasil,11626.4,2557.6
08/09/2017,Guatemala,2293,458
08/09/2017,Guatemala,2482.2,868.2
06/11/2016,Brasil,732,256
06/11/2016,Brasil,705.6,239.2
06/11/2016,Brasil,423.6,37.2
07/11/2018,Guatemala,8111.04,-203.76
26/07/2016,Brasil,1058.4,10.2
26/07/2016,Brasil,1386,609.6
19/06/2018,Cuba,1465.8,513
19/06/2018,Cuba,2252.4,787.8
18/04/2017,Brasil,412.8,156.8
18/04/2017,Brasil,504,55.2
18/04/2017,Brasil,512.8,164
19/05/2015,Venezuela,1720.44,-1061.16
24/04/2017,Brasil,220.4,103.2
28/08/2017,República Dominicana,83.04,10.24
03/07/2017,El Salvador,8251,2970
09/06/2018,Brasil,547.2,158.4
13/11/2017,Venezuela,175.92,-0.08
13/11/2017,Venezuela,763.56,-38.64
19/04/2016,Venezuela,501.2436,-202.9564
14/05/2018,El Salvador,460.2,207
14/05/2018,El Salvador,1004,80
11/01/2017,Cuba,2611.2,678.4
11/12/2016,Argentina,124.56,10.16
11/12/2016,Argentina,920.52,-0.48
19/12/2017,Panamá,2188.44,-984.96
30/03/2017,Brasil,235.6,61.2
31/12/2018,Nicaragua,1359.6,108.6
31/12/2018,Nicaragua,723.2,64
31/12/2018,Nicaragua,264,123.6
05/11/2015,Jamaica,275,8
05/11/2015,Jamaica,13809,3037
05/11/2015,Jamaica,1300.8,572
08/12/2015,Panamá,7237.2,-1568.8
08/12/2015,Panamá,204.84,-133.56
16/09/2016,Honduras,471,-165
09/08/2016,El Salvador,268.8,48
09/08/2016,El Salvador,252,108
23/10/2017,El Salvador,744,111.6
04/12/2018,Brasil,2120.4,127.2
04/12/2018,Brasil,358,175
04/12/2018,Brasil,408,0
22/09/2017,Brasil,12364.8,1112.8
22/09/2017,Brasil,487.2,233.4
22/09/2017,Brasil,3839.5056,1569.1056
13/06/2016,Cuba,485,150
07/02/2017,Chile,3336.6,133.2
22/04/2015,Honduras,918.24,-336.96
22/04/2015,Honduras,4858.56,-810.24
20/06/2016,Nicaragua,362.8,126.8
20/06/2016,Nicaragua,544.4,201.2
07/12/2016,Guatemala,325.2,133.2
25/11/2018,Nicaragua,1098,384
21/06/2016,El Salvador,555.2,5.4
21/06/2016,El Salvador,1005.4,180.8
21/06/2016,El Salvador,182.2,67.4
13/09/2015,Argentina,7313.4,-4632.6
07/04/2018,Honduras,3672,-367.2
07/04/2018,Honduras,88.8,-4.8
19/11/2015,Brasil,182.4,16.4
17/07/2017,Brasil,3319.2,1128
17/07/2017,Brasil,2476,618
01/08/2017,México,426,191
01/08/2017,México,438,165.6
01/08/2017,México,460,147
05/07/2017,El Salvador,530.8,148.4
03/07/2017,Cuba,2580,877.2
27/03/2018,Chile,2561.6664,918.8664
04/03/2015,Honduras,78.48,-6.72
04/03/2015,Honduras,3336.6,-2002.4
04/03/2015,Honduras,163.08,-95.52
04/03/2015,Honduras,8250.606,-3891.594
04/03/2018,República Dominicana,180,-27
04/03/2018,República Dominicana,513.92,185.92
24/11/2016,Argentina,227.88,37.68
30/03/2017,Brasil,233.28,-309.12
30/03/2017,Brasil,28.48,-40.72
22/05/2016,México,317,44
22/05/2016,México,7719.68,674.88
16/04/2018,Cuba,3446.4,1654.2
16/04/2018,Cuba,150.6,69
16/04/2018,Cuba,4233.1168,-8.4832
16/04/2018,Cuba,599,245
19/06/2017,Haití,3709.44,61.04
19/06/2017,Haití,848.4,-240.8
19/06/2017,Haití,209.64,-489.16
31/03/2017,Cuba,172,30.8
15/12/2018,Argentina,191.76,-0.24
15/12/2018,Argentina,1794.96,-120.24
15/12/2018,Argentina,4139.04,-5519.36
11/04/2017,México,4147.2,994.8
11/04/2017,México,1085.6,249.6
29/09/2016,México,663.6,118.8
29/09/2016,México,332.32,-62.48
20/03/2017,Brasil,6282.4,1947.2
19/05/2017,Cuba,2480.8284,1088.2284
23/06/2016,Uruguay,84.4,4.8
23/06/2016,Uruguay,520,161.2
18/06/2018,México,5401.92,1417.92
29/12/2018,México,119.2,41.6
19/08/2016,Argentina,544.2,-45.8
05/07/2016,Brasil,148.6,52
22/11/2016,México,152,2.8
03/04/2018,Brasil,353.04,-88.56
03/04/2018,Brasil,57.92,-55.28
21/09/2017,México,2673.92,534.72
21/09/2017,México,105.72,17.52
21/09/2017,México,177.6,24.8
21/09/2017,México,4960.48,-124.32
21/09/2017,México,53.2,18
21/09/2017,México,666,299
21/09/2017,México,691.8,214.4
20/06/2016,Argentina,790.8,-119.2
20/06/2016,Argentina,1609.56,-966.24
06/06/2018,El Salvador,141,28.2
06/06/2018,El Salvador,60.4,24.4
10/11/2018,Barbados,679.2,74.4
22/12/2018,Brasil,336,26.8
30/06/2016,México,1010.4,19.8
30/06/2016,México,562,134.8
06/08/2015,Colombia,494.4,197.4
06/08/2015,Colombia,1243.2,497
06/08/2015,Colombia,7218.534,2516.934
02/05/2017,Argentina,970.2,-48.8
02/05/2017,Argentina,324.48,-37.92
19/12/2017,Guatemala,231,13.8
19/12/2017,Guatemala,894,268.2
19/12/2017,Guatemala,1900.8,456
15/12/2018,México,1740.6,504
15/12/2018,México,1792.32,-425.68
07/01/2015,Brasil,185.4,24
07/01/2015,Brasil,430.4,60
15/09/2016,México,3368,-336.8
15/06/2015,Panamá,290.52,-6.48
15/06/2015,Panamá,601.56,19.56
15/06/2015,Panamá,3403.8,-397.2
15/06/2015,Panamá,286.2,-181.8
06/12/2017,México,676.4,324.4
06/12/2017,México,484,67
06/06/2016,República Dominicana,212.64,-15.96
06/09/2018,México,530,10.4
06/09/2018,México,943.2,443.2
06/09/2018,México,780.48,12.48
29/10/2017,Honduras,817.44,-531.36
29/10/2017,Honduras,222.6,-67.2
15/05/2017,Brasil,1478.4,574
15/05/2017,Brasil,2813.4,112.2
15/05/2017,Brasil,668.8,327.6
15/05/2017,Brasil,669.6,207.2
19/11/2017,México,784.4,164.4
10/05/2018,Guatemala,224,96
10/05/2018,Guatemala,882.6,441
26/09/2017,México,179.2,86
26/09/2017,México,3228,161
27/01/2016,Brasil,3496,314
27/01/2016,Brasil,668.8,287.2
27/01/2016,Brasil,1411.2,13.6
28/09/2015,Guatemala,781.2,359.2
28/09/2015,Guatemala,370,136
23/06/2018,Honduras,66.36,-24.44
07/05/2018,Cuba,6645.6,66
05/06/2018,Guatemala,3091.2,278.2
05/06/2018,Guatemala,1121.2,526.8
30/12/2018,México,1613,64
06/12/2015,República Dominicana,486.08,35.28
19/01/2016,Brasil,2714.6,107.8
27/09/2018,Brasil,170.8,35.6
27/09/2018,Brasil,14515,5951
27/09/2018,Brasil,438,96
27/09/2018,Brasil,1330.2,412.2
19/11/2015,Cuba,425.6,12
19/11/2015,Cuba,1542.4,0
19/11/2015,Cuba,529.2,179.4
06/12/2017,El Salvador,8911.2,890.2
30/04/2018,México,90.6,36.6
30/04/2018,México,334.8,103.6
30/04/2018,México,1283.2284,228.8284
14/11/2016,Guatemala,4280.4,982.8
14/11/2016,Guatemala,1785.6,820.8
19/02/2017,México,870.4,200
03/09/2018,República Dominicana,158.72,23.72
19/05/2015,México,1558,514
08/04/2015,México,2353.44,-382.56
08/04/2015,México,143.2,2.8
08/04/2015,México,7314.24,1188.24
14/06/2016,Brasil,504.6,95.4
14/06/2016,Brasil,3376.8,641.4
19/11/2018,Panamá,782.88,-274.12
09/10/2017,El Salvador,495.2,123.6
09/10/2017,El Salvador,251.2,12.4
09/10/2017,El Salvador,589.6,88
04/09/2018,República Dominicana,874.56,-87.84
12/06/2016,Honduras,1263.36,-147.84
12/06/2016,Honduras,356.16,-83.84
06/10/2016,Cuba,61.8,19
06/10/2016,Cuba,18473.4,4063.8
06/10/2016,Cuba,10029.5008,1687.9008
06/10/2016,Cuba,1712,205.2
06/10/2016,Cuba,352.4,88
06/10/2016,Cuba,6613,2182
24/04/2015,República Dominicana,285.3,-216.9
15/10/2016,México,865.2,-519.2
19/06/2018,México,2632.96,32.16
14/06/2016,Brasil,8632,2934
14/06/2016,Brasil,1376,316
15/10/2017,Argentina,3636,-788.4
29/09/2016,Ecuador,1453.2,145.2
19/01/2017,Nicaragua,3784,188.8
30/10/2016,Honduras,1214.28,-60.72
30/10/2016,Honduras,569.16,-19.44
30/10/2016,Honduras,929.52,-16.08
11/09/2017,República Dominicana,709.92,-159.88
11/09/2017,República Dominicana,826.56,-83.44
11/09/2017,República Dominicana,2273.28,568.08
11/09/2017,República Dominicana,737.6,239.6
11/09/2017,República Dominicana,156.48,-15.92
08/11/2016,Nicaragua,5492.4,768
02/09/2015,México,1252.2,400.2
02/09/2015,México,193,36.6
05/09/2018,Brasil,4464,446
05/09/2018,Brasil,489,180.6
07/11/2016,México,1615,694
07/11/2016,México,1303.4,246.4
20/06/2018,Cuba,966,9.6
27/02/2017,Guatemala,4204.2,0
27/02/2017,Guatemala,210,46.2
25/06/2018,México,1041,374
25/06/2018,México,664.64,-124.96
19/12/2017,Cuba,322.8,124.8
05/11/2018,México,1011,202.2
20/08/2017,Panamá,217.8,-26.2
23/04/2017,Panamá,1661.76,-27.84
20/11/2017,El Salvador,652,162.8
31/10/2017,México,1243.2,124.2
30/05/2017,México,16859.0144,7060.6144
06/03/2016,Guatemala,6073.6,1336
08/09/2016,Guatemala,758,113.6
04/01/2015,Cuba,378.4,22.4
04/01/2015,Cuba,382.6,68.8
04/01/2015,Cuba,385.8,76.8
21/06/2015,México,3251.6,1201.2
21/06/2015,México,528.6,205.8
27/09/2017,Guatemala,5046,201.6
27/09/2017,Guatemala,562,134.8
27/09/2017,Guatemala,480,148.8
29/06/2017,México,505.8,227.4
29/06/2017,México,319.2,-197.8
29/06/2017,México,317.16,52.56
29/06/2017,México,1456.8,597
22/02/2018,México,400,96
22/02/2018,México,344,24
22/02/2018,México,632.4,94.8
23/10/2017,Cuba,1035.6,20.4
23/10/2017,Cuba,8251,2970
23/10/2017,Cuba,3379.2,810
23/10/2017,Cuba,988.8,197.4
27/10/2018,Brasil,2049.6,532.8
23/04/2017,Nicaragua,223.2,17.6
12/09/2016,México,771.6,347.2
12/12/2018,Nicaragua,267.6,74.8
12/12/2018,Nicaragua,213,87
12/12/2018,Nicaragua,881,343
15/05/2016,Brasil,1446.4,288.8
15/05/2016,Brasil,2116.9576,674.3576
15/05/2016,Brasil,660,316
15/05/2016,Brasil,1018,101
15/05/2016,Brasil,3050.6,1097.6
27/09/2017,México,143.2,27.2
10/10/2016,Brasil,128,-68
10/10/2016,Brasil,122.4,-183.6
07/11/2018,México,4771.2384,1472.4384
07/11/2018,México,178.4,67.6
15/08/2018,México,412,57
30/10/2017,Argentina,3499.44,-4432.96
30/10/2017,Argentina,2487.96,331.56
26/09/2017,México,122.4,34.2
31/12/2017,Ecuador,420.8,138.8
31/12/2017,Ecuador,6478.72,485.12
12/03/2018,República Dominicana,3460.8,1080.8
30/11/2016,Brasil,1522.2,258.6
30/11/2016,Guatemala,6992,1048.8
30/11/2016,Guatemala,174.8,0
30/11/2016,Guatemala,346.4,142
30/11/2016,Guatemala,259.2,123.6
30/11/2016,Guatemala,821.6,279.2
30/11/2016,Guatemala,7822.8,3129
12/10/2017,Honduras,3240.6,-1620.4
28/11/2016,República Dominicana,376.96,28.16
23/06/2018,Nicaragua,276.8,127.2
10/11/2018,Panamá,1713.96,-1142.64
26/07/2018,Argentina,411.6,-82.4
26/06/2018,Brasil,747,223.8
26/06/2018,Brasil,3418.4,1640.8
26/06/2018,Brasil,19382.4,-969.6
26/06/2018,Brasil,1376,316
26/06/2018,Brasil,63.4,22
04/09/2018,México,1035,-276
03/12/2018,Perú,996.96,-582.24
04/04/2016,Uruguay,386.2,158.2
12/06/2016,México,1401.92,-17.68
12/06/2016,México,1104.8,220.8
12/06/2016,México,1673.0472,264.6472
12/06/2016,México,1129.2,124.2
11/07/2016,Venezuela,1287.36,171.36
11/07/2016,Venezuela,622.44,-405.16
14/11/2018,Argentina,1319.04,65.04
14/11/2018,Argentina,1724.4,-949.2
12/09/2016,México,3054.08,114.08
12/09/2016,México,1092,436.8
12/09/2016,México,970.2,358.8
12/09/2016,México,992,317
30/04/2018,El Salvador,493.8,113.4
19/06/2015,México,2342,46
30/10/2016,Brasil,1128.6,451
22/10/2017,Nicaragua,17623,4758
22/10/2017,Nicaragua,2276.4,1001
22/10/2017,Nicaragua,180.8,16
22/10/2017,Nicaragua,469.8,79.8
28/10/2016,Cuba,594.6,160.2
24/06/2016,Cuba,483.2,231.2
24/06/2016,Cuba,361.4,32.4
29/04/2016,Panamá,1606.92,-589.68
29/04/2016,Panamá,260.16,-52.64
04/06/2018,Brasil,320,16
15/10/2015,El Salvador,172,65.2
03/10/2017,Jamaica,12921,1550
16/02/2017,El Salvador,651.2,299.2
14/02/2017,Colombia,140,8.4
14/02/2017,Colombia,4538.4,453.6
15/09/2018,México,585.36,38.76
15/09/2018,México,453.6,21.6
15/09/2018,México,1383.6,428.8
07/01/2018,República Dominicana,237.12,-20.88
10/07/2017,El Salvador,1823,710
09/06/2016,México,112.2,30.2
09/06/2016,México,868.8,101.2
04/03/2018,Chile,1279,473
27/06/2017,Trinidad y Tobago,1972.8,886.8
27/06/2017,Trinidad y Tobago,553.2,270
27/06/2017,Trinidad y Tobago,3114,714.6
22/03/2015,Cuba,562.8,241.2
24/10/2016,Cuba,1352,446
24/10/2016,Cuba,267.6,45
03/04/2018,Ecuador,607.2,96
07/08/2018,Honduras,401.52,-241.08
19/09/2017,Cuba,740.8,73.6
20/05/2018,Guatemala,359.4,147
20/05/2018,Guatemala,547.2,164
08/02/2015,Chile,502.6,200.2
26/12/2017,Argentina,772.8,-180.4
26/12/2017,Argentina,178.92,26.52
26/07/2018,República Dominicana,2232,-390.6
04/12/2017,México,3601.28,945.28
29/10/2015,México,1954.4,684
11/06/2018,Colombia,869.6,226
08/06/2016,El Salvador,774,0
13/10/2015,Brasil,900.2,242.2
05/06/2015,Brasil,4670.4,0
05/06/2015,Brasil,219.6,28.2
05/06/2015,Brasil,3245.2,1556.8
12/06/2015,El Salvador,2317.2,949.2
06/03/2018,Panamá,135.84,-27.36
06/03/2018,Panamá,841.8,-533.2
06/03/2018,Panamá,3390.12,-622.08
06/03/2018,Panamá,1222.2,-509.6
15/07/2016,Cuba,1792,554
19/03/2018,México,232.68,-139.72
19/03/2018,México,1783.2,195.6
19/03/2018,México,269.4,85.8
13/10/2015,Cuba,595.2,190.2
13/10/2015,Cuba,157.6,29.6
10/04/2018,El Salvador,561.2,213.2
10/04/2018,El Salvador,2401.6,696.4
10/04/2018,El Salvador,2709,270
10/04/2018,El Salvador,382,49
10/04/2018,El Salvador,8515.7344,3566.1344
10/04/2018,El Salvador,1359.6,108.6
26/02/2017,Cuba,278,47.2
26/02/2017,Cuba,795,15
26/02/2017,Cuba,4966.4472,1482.8472
11/11/2016,Chile,211.6,44.4
09/06/2017,Guatemala,803.2,272.8
09/10/2016,Cuba,137.2,38.4
09/10/2016,Cuba,1464,570
22/10/2018,Honduras,1451.52,-871.08
22/10/2018,Honduras,121.92,-0.48
22/10/2018,Honduras,231.48,-73.32
22/10/2018,Honduras,208.8,-24.6
15/10/2017,Nicaragua,421.2,192.6
15/10/2017,Nicaragua,96.6,2.8
09/02/2015,Cuba,4051.2,526.4
05/05/2018,Chile,174,41.6
05/05/2018,Chile,4084.2,1713.6
02/05/2016,México,250.8,27.2
04/11/2018,Honduras,5131.2,-1539.8
04/11/2018,Honduras,729,-291.6
04/11/2018,Honduras,1795.08,29.68
04/11/2018,Honduras,1092.72,-492.08
13/11/2015,República Dominicana,5078.4,507.6
29/04/2018,República Dominicana,1095.2,273.2
29/04/2018,República Dominicana,892.48,66.88
18/04/2017,Honduras,1823.04,-820.56
13/04/2017,Chile,539,127.6
13/04/2017,Chile,541.2,210.6
09/09/2015,Guatemala,606,66
09/09/2015,Guatemala,825.6,24.6
20/10/2016,Brasil,4448.8,44
20/10/2016,Brasil,2142,192
10/10/2016,Colombia,716.4,41.4
10/10/2016,Colombia,2852.0844,651.2844
10/10/2016,Colombia,1742.7076,834.5076
09/12/2015,Nicaragua,193.2,3.6
09/12/2015,Nicaragua,9106,1182
08/12/2018,México,1938.72,484.12
08/12/2018,México,3395.2,-594.4
08/12/2018,México,749,284.2
03/05/2016,Argentina,224.64,-0.36
10/07/2016,México,409.8,188.4
10/07/2016,México,10608,2545.6
10/07/2016,México,178.4,45.6
10/07/2016,México,544.8,103.2
10/07/2016,México,1566.24,-293.76
10/07/2016,México,525.6,41.6
10/07/2016,México,761.6,-47.6
10/07/2016,México,4392,-219.6
24/12/2018,Venezuela,1713.6,-343
24/12/2018,Venezuela,598.92,89.32
24/12/2018,Venezuela,451.68,-218.32
24/12/2018,Venezuela,492.48,-82.32
07/11/2016,México,770.4,92.4
25/11/2018,Colombia,7318.2,1463.4
21/05/2018,Perú,796.32,-371.68
25/08/2015,Brasil,870.8,313.2
14/03/2017,Brasil,373.8,0
08/05/2018,México,7992,2077.2
30/03/2017,Guatemala,18152.4,4719.4
18/09/2016,Argentina,471,-165
10/06/2018,Trinidad y Tobago,272.4,129.6
30/07/2018,Honduras,845.64,-267.96
30/07/2018,Honduras,170.28,-57.12
30/07/2018,Honduras,64.08,-39.72
02/11/2017,República Dominicana,423.84,-37.56
08/05/2016,El Salvador,129.2,48.8
08/05/2016,El Salvador,333.6,139.8
02/11/2016,República Dominicana,1515.2,473.2
18/01/2015,Brasil,384,61.2
28/11/2018,México,483.6,130.4
28/11/2018,México,243.2,70.4
12/11/2017,México,382.8,141.6
23/11/2015,Bolivia,222,53.2
13/12/2018,República Dominicana,1291.2,484.2
13/12/2018,República Dominicana,118.4,24.8
13/12/2018,República Dominicana,1071.84,-228.36
13/12/2018,República Dominicana,405.92,-15.28
08/05/2017,El Salvador,9282,2227.4
08/05/2017,El Salvador,597,89.4
03/12/2017,Nicaragua,225,67.2
03/12/2017,Nicaragua,1103.4,0
21/06/2016,Argentina,740.16,-357.84
21/06/2016,Argentina,63.24,-115.96
19/10/2017,República Dominicana,162.56,48.56
19/10/2017,República Dominicana,564.48,98.08
19/10/2017,República Dominicana,2629.12,-98.88
19/10/2017,República Dominicana,492.8,104.4
19/10/2017,República Dominicana,6975.84,-2092.96
25/02/2018,Colombia,263.6,81.6
25/02/2018,Colombia,16559.6144,132.0144
17/10/2018,República Dominicana,2032.0272,453.2272
17/10/2018,República Dominicana,4667.04,-623.56
17/10/2018,República Dominicana,8915.256,1094.856
17/10/2018,República Dominicana,1141.7,-69.3
25/06/2017,Honduras,133.92,-89.28
25/06/2017,Honduras,1639.08,163.68
15/02/2017,Venezuela,4198.9168,-2050.6832
15/02/2017,Venezuela,544.32,62.72
07/05/2018,México,294,114.6
07/05/2018,México,447.6,49.2
17/09/2018,México,1316.48,16.08
14/06/2017,El Salvador,651.6,123.6
14/06/2017,El Salvador,8251,2970
14/06/2017,El Salvador,350.4,48
11/09/2018,Brasil,59.2,0.4
11/09/2018,Brasil,394.8,153.6
07/10/2018,Cuba,3336.6,33
31/12/2015,El Salvador,814,0
17/02/2015,Guatemala,285.2,139.6
17/02/2015,Guatemala,671,26
17/02/2015,Guatemala,3093.6,1020.6
24/05/2016,México,9355,1683
24/05/2016,México,2921.76,803.16
06/03/2017,Nicaragua,1302.4,520.8
06/03/2017,Nicaragua,744.8,140.8
31/07/2017,República Dominicana,180.8,29.2
31/07/2017,República Dominicana,547.2,-96.8
31/07/2017,República Dominicana,1425.92,285.12
06/05/2018,Chile,342,20
26/10/2017,Chile,406.4,44.4
10/10/2018,Cuba,5561,55
10/10/2018,Cuba,215,90
10/10/2018,Cuba,475.8,151.8
10/10/2018,Cuba,3791.6016,295.6016
29/01/2018,México,165.2,42.8
29/01/2018,México,918.4,348.6
17/04/2016,República Dominicana,2762.24,483.04
25/12/2015,Cuba,492,240
16/10/2018,Nicaragua,88.2,26.4
16/10/2018,Nicaragua,1063.2,424.8
14/09/2017,República Dominicana,283.52,74.32
14/09/2017,República Dominicana,618.24,177.44
19/09/2016,Panamá,4564.2948,-1847.3052
19/09/2016,Panamá,53.52,-20.68
26/07/2016,Nicaragua,333.6,139.8
26/07/2016,Nicaragua,652.4,96.6
04/08/2016,Guatemala,188,1.6
04/08/2016,Guatemala,1661.2,448.4
02/05/2017,República Dominicana,1455.36,-273.84
02/05/2017,República Dominicana,666.24,132.64
02/05/2017,República Dominicana,5036.64,1384.04
22/07/2018,México,4477.4272,1785.4272
22/07/2018,México,623.6,118.4
22/07/2018,México,123.6,16
22/07/2018,México,1607.04,-160.96
22/07/2018,México,592.4,53.2
22/07/2018,México,1033.2,9.8
25/06/2017,México,448,129.6
25/06/2017,México,324.2,45.2
26/10/2015,México,4308.48,-592.92
26/10/2015,México,71.2,2
26/10/2015,México,437,52
22/11/2017,República Dominicana,447.84,-111.96
20/10/2016,Chile,580,17
05/11/2018,México,6161.4,1971.6
05/11/2018,México,2158.56,593.16
05/11/2018,México,168,31.8
08/09/2018,Haití,731.52,-12.48
08/09/2018,Haití,2162.16,-2450.64
06/11/2016,Panamá,1878.48,-1753.52
06/11/2016,Panamá,284.58,-341.82
06/11/2016,Panamá,53.04,7.04
06/11/2016,Panamá,107.28,-9.12
06/11/2016,Panamá,820.32,-369.28
06/11/2016,Panamá,190.32,-25.68
06/11/2016,Panamá,6403.32,-10245.48
06/11/2016,Panamá,1111.56,-407.64
15/01/2015,República Dominicana,2654.4,232.2
13/09/2016,México,1074.4,483.2
13/09/2016,México,478.8,-264.6
27/08/2017,México,901.12,44.72
05/06/2016,México,252.4,103.2
05/06/2016,México,12208.7336,4623.5336
04/06/2017,México,9442,2171
19/11/2018,República Dominicana,6066.396,288.396
19/11/2018,República Dominicana,1024,128
04/12/2015,Nicaragua,1596.6,798
04/12/2015,Nicaragua,633,240
04/12/2015,Nicaragua,7550.868,2254.668
04/12/2015,Nicaragua,746.4,96.8
22/11/2018,Brasil,626.4,6
23/11/2015,Colombia,703.2,182.4
23/11/2015,Colombia,91,5.4
05/09/2018,Cuba,271.8,116.4
01/10/2018,Cuba,1173.2,434
26/11/2018,México,6774,338
26/11/2018,México,1052,210.4
20/05/2018,México,609,145.6
09/07/2016,República Dominicana,128.64,35.04
31/01/2015,Nicaragua,352.2,126.6
24/09/2017,Brasil,874.2,0
19/08/2017,Cuba,83.6,7.2
18/11/2017,México,820.8,246
18/11/2017,México,279.6,103.4
18/11/2017,México,1445.28,180.48
18/11/2017,México,278.2,33.2
18/11/2017,México,339,111.6
18/11/2017,México,402.48,-167.92
12/11/2018,México,997.2,398.4
21/03/2018,El Salvador,130.4,35.2
17/02/2016,México,553,71
20/07/2015,Brasil,167.6,62
27/02/2018,Nicaragua,2979.6,774.6
05/10/2015,Guatemala,169.2,43.8
05/10/2015,Guatemala,107.6,15
05/10/2015,Guatemala,2796.8,251.2
20/09/2015,Honduras,4175.9536,-1271.2464
20/09/2015,Honduras,196.92,-39.48
20/09/2015,Honduras,437.28,-204.32
18/11/2018,Honduras,2605.92,-1607.08
18/11/2018,Honduras,986.4,-592
18/11/2018,Honduras,59.52,-14.08
18/11/2018,Honduras,167.4,-19.8
24/12/2016,Colombia,1961.2,137.2
24/12/2016,Colombia,1179,554
24/12/2016,Colombia,976.8,292.8
20/09/2015,Cuba,526,105.2
20/09/2015,Cuba,687.2,178.4
31/10/2018,República Dominicana,471.84,135.24
31/10/2018,República Dominicana,687.36,42.56
31/10/2018,República Dominicana,498.72,-74.88
15/02/2017,Colombia,2177,783
15/02/2017,Colombia,1751.6,402.8
02/10/2018,Guatemala,1352,446
28/07/2015,México,465,-93
13/06/2016,Cuba,200.4,56
27/08/2018,México,738,309.6
27/08/2018,México,2908.3716,314.5716
27/08/2018,México,602,42
27/08/2018,México,1986.4,992.8
08/09/2018,El Salvador,12747,2931.6
08/09/2018,El Salvador,226.4,0
24/09/2015,México,1706.4,699.6
24/09/2015,México,239.4,102.6
24/09/2015,México,96.6,2.8
07/05/2016,Chile,5291.5956,784.3956
18/08/2018,Jamaica,2483,1241
18/08/2018,Jamaica,180,61.2
08/04/2016,México,131.4,46.8
08/04/2016,México,7070,2262
27/12/2018,Colombia,8423.2,-2000.8
27/12/2018,Colombia,116.8,37.2
27/12/2018,Colombia,535,107
18/10/2018,México,5942.2,1485
18/06/2016,Brasil,2204.4,175.8
18/06/2016,Brasil,357.6,24.6
18/06/2016,Brasil,140.4,46
18/06/2016,Brasil,3339.6,133.2
17/12/2018,Bolivia,516,92.4
